index,signature,time,phish_type,victims,phishers,token_accounts,loss
6085,5SLip17HS9AiG99fAg1S9Bq88y16rvuSrWaa4Sp8zXD927cx6dU4CmMxH1JSSHxwpzXsVgz9LoKjePVJykSKVaj3,2024/6/5 15:10,AAT,GjMZnBZFJ5f8awegjfwDr1Dev5dzayaWxTEfKjuHhbSn,"GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,HbtSzZgPZJabqWgXV9t7S4n6RwkmFuUDze1tQYX22oAP","EYaZTFsv5v6nHQ5CsRZqXEX7LbsKQSSwQjM5xXt72kAc,3de6EUMfsmgqvfpNN6v3uGCEq6ojRW2Q5K6rKpx8ARsm,7MkdEyZqcVR5xZ958aHhDqbUeWb59rqE9UYxrbJy2CyK,BGiUuf1Ftp6XoNrYVuhH7Rui8waPZdsGu2fGuCMZJWHV","[('Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB', 103.0), ('sol', 10005000), ('9EYScpiysGnEimnQPzazr7Jn9GVfxFYzgTEj85hV9L6U', 2627.060894255), ('3psH1Mj1f7yUfaD5gh6Zj7epE8hhrMkMETgv5TshQA4o', 189.603714881), ('FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv', 35.08900081)]"
6086,4fGJu3wyoT1uBrCjgvpUvkmY4GKM83GLshKDTUwtrZqM2nuhV87wQECvvEtc5Gtd5vyvfs1LusEDFussvxRogk8r,2024/6/5 14:54,AAT,D56Dm3GmdQHzeJkS3ZRLyhEL5qNmmSeqvotePoGCnYXN,GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,,"[('sol', 10005000)]"
6087,4RjYVi3FmkfoQoSvcEE6Vn5ZJ34cHHxcKnNz4ao4TwKjT28b4jgZ83hWMfe6TRxqEr3D7fwf6mwoFeyvdt82bKuu,2024/6/5 14:53,AAT,82KULeeYKNFZrG6VAG9Qwkwm5Tci3nfPUBKUVok56dqe,GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,,"[('sol', 10005000)]"
6088,5mZEyd5Ad3PtJAha2LR5vN71mD1vLXWdhzTNCzampKjyZ4pkF7P1rvG8kpH3YgekDb1ZGEdzzWAQ6Mkiw4kWrhFY,2024/6/5 14:24,AAT,4G8RQCowaSLFdicRBTk2WUPeQxQTV1fmhnMapNjbZ71Y,"GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,HbtSzZgPZJabqWgXV9t7S4n6RwkmFuUDze1tQYX22oAP","HJ2euWMu7gSwm7vV5cz4ysKieMLn8PZ1WjMPvpHXud5T,37fovc38wxJevo53Z18XQf3PCMRH5MNt5NzwRHEzVdxi,AT6D9YpdnanEoVZnq9yUmnZ6coJPA9bAGVRAUYW5KA8e,6UDYmnkEBoWH11wkeP3bz2AdjsRfVExVW2dyAkCrDiao,7er4hCeooi3bSiu38ikBKWKnDSAR8Aig4gndT4Nrhksm,3Kg95ToeYb5b2smXMJhHHMJMEfqMA5zRNTGA9HSL9TYH,h7C2H6F9KWgBtN7sSarkBmhipbB1PZHikBCReasptt9,tiS4Kyu4U44zpDXC8BxQmLxm8R3aMsobgKXYDPzvkJ9,FrVwtJpXLV5KihDvMkk6fd4wx8sVekYYu85ETYJyeC1t","[('sol', 10005000), ('9cMWa1wuWcio3vgEpiFg7PqKbcoafuUw5sLYFkXJ2J8M', 86.0204238), ('jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v', 2.455487342), ('5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm', 30.916714447), ('Fi5GayacZzUrfaCRCJtBz2vSYkGF56xjgCceZx5SbXwq', 2.000077256), ('rndrizKT3MK1iimdxRdWabcF7Zg7AR5T4nud4EkHBof', 400.18696133), ('UPTx1d24aBWuRgwxVnFmX4gNraj3QGFzL3QqBgxtWQG', 2260.19628378), ('BonK1YhkXEGLZzwtcvRTip3gAL9nCeQD7ppZBLXhtTs', 0.488449942), ('MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5', 20032.26686), ('JzwfZvJGdsqbrKZQUvzJpWhbHcZUix7CYcCaoiNpjxg', 69.59036435)]"
6089,47ot1SQFAdqqYza7i6NJR52LUrG3R1a4KEEeAaMpd3QJQXkXn2FmYz6vkM3peJkK5865mR8tGhcBEb16tNCbsmhv,2024/6/4 20:39,AAT,9B9ar5TR16fY96LGoQUW36NyReRhebRiiKXkQQ5pAzLg,"GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,HbtSzZgPZJabqWgXV9t7S4n6RwkmFuUDze1tQYX22oAP","3WVzz4bvTsKzYsFeVRMEfroEjZVwGPbhMEKscnU9aF1v,3rnf5nHiWxtmo9xQdDqqRKTRpXx5MZc3EAyLj7x9WBek,5UhJhuDxFJKP6kQNWbbSMab1qAGfW1hH4AA3GUhcxE6h,5KB4GxxUuTER2Zyed8q17kADRmCy3wM5nYMf1wKpeurN","[('3dgCCb15HMQSA4Pn3Tfii5vRk7aRqTH95LJjxzsG2Mug', 1914.683223283), ('sol', 10005000), ('Fm9rHUTF5v3hwMLbStjZXqNBBoZyGriQaFM6sTFz3K8A', 13455.905385), ('ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx', 10072.80758742), ('HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3', 999.81722)]"
6090,9sXjcJseBgkPRdFd6EdZDT8ptapBdpyvU5pDqiRQpqXAJUXXT16Qx6WHXCebFt9N55YsM7SCtKrKEfHSh97AeW1,2024/6/5 14:27,AAT,FeiwvCpzFvDfrHUscKpxs8FvNW5xKoND9AwjMK97U9bX,"GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,HbtSzZgPZJabqWgXV9t7S4n6RwkmFuUDze1tQYX22oAP","9cbgg8FeW64Sycv64KMiAsbo3NJq2XiVvLdEmNDFuMA9,5d3H9gThPg4aRu1KUN1s5s8u1AnG1FhbufoQqYSGsVpd,BzeZK1uKCHAF85Nm6A9UgGRhuhFEQ1EntDMjwBKCi4X2,5MUfpYzw9DhRgKp3jMzpAm2c6wctz88EWZP7xW42AqPE,G2S1uwoKxQBpFWZXCu7cn4NLeEiJE5MpnAz7MzMNWaFv","[('HLptm5e6rTgh4EKgDpYFrnRHbjpkMyVdEeREEa2G7rf9', 14552.612806), ('sol', 10005000), ('9EYScpiysGnEimnQPzazr7Jn9GVfxFYzgTEj85hV9L6U', 4312.396231243), ('MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5', 32812.64247), ('2u98MM7DMtVmNG4iAKRNMtynjmkzgD6fXAzB3wVfhQvg', 20308.373984), ('WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk', 283073.25)]"
6091,5k7pTR25JCKqRAh4sceo8rY8CTFQBTTg528D8q8FKDWAcL5VSiRDdHP24jHv5FzGVHSWttXxxhsvhokoKaRkiBUc,2024/12/7 1:17,AAT,GCD3BJXxgQ6bCUfGBXcnRny4qPaNZKzN7zGxzvSykaps,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa","4oxTuLQgFWraU554KjPuAoFJzmHASEP9YPgsfZfMu3gM,DkuwBtWbxaJjEnmWytEFyxNYitrDKriTA38upaBnNYzc,F6DhY51Pk5jAocFroJ5A8UZ2vH1rkgqT88fjncBEiTda,4QVzD9EnFLwrFxGrzETR379PQLT17f2ACMnMTF4Pe5eW,4M9yzQCn7bBVpWtS3NBSDiBdhmUonk7hnY6EJrbR2hHU,9HUtDXPnmCD3wLqMRwBmrzcnv42YtVswoiyztE3Rjt6U,BCAGL4MGbu1yX3ghBajiBSDytCVZPwfqBD8hJ2xiJo5h,8roCL3ASjvmqwCsPjryCG48PYPySxBwAYFR3tFJJTP47,8brjWcGpJtkwBe7S7NWRsrMosVkm3zhApHwGssZvDD1r,3rT3Tz8kHqMXnkmSTpt7zDCt8LZUiCvnzutYpmeG18r8","[('6kJhG826LGowg7zG6PLd6tg7mqvVSdq2WzHhsfc7pump', 600642.173684), ('sol', 10005000), ('8WnQQRbuEZ3CCDbH5MCVioBbw6o75NKANq9WdPhBDsWo', 85041.965928), ('NedBzeFfhp6gHymvsVEHJWX3sLqY1RXHh1Dc49vfaFd', 69275051.38582648), ('degod39zqQWzpG6h4b7SJLLTCFE6FeZnZD8BwHBFxaN', 100138.9635277), ('BwFLAzM1syXYCN7AjgAcHWvtsUzKjsyFGm7osxgXpump', 1138428.763855), ('J9SXKctbZVws65vjBHL91mqStzq5an1xZxdi6a4h853o', 154574.103648), ('GAMwtMB6onAvBNBQJCJFuxoaqfPH8uCQ2dewNMVVpump', 108847.237124), ('HHXiCPngVuRtZpHNPvwDPcytaGENmFL3g41tWavfpump', 762119.56861), ('5Ke381D44MEQg3BQarWhAwhj1xbdNvXe2KHkTiZzw7r5', 225388.758468055), ('7ZqzGzTNg5tjK1CHTBdGFHyKjBtXdfvAobuGgdt4pump', 12493.735058)]"
6092,2R8cSu8JRwvMx42Vi2JYGXLa1HwBcwmwyt1rifeDhLJFPgnuCyi2LZS57mrBKeRuGqbPapqJaNweCTfjLKyLFpgv,2024/12/6 20:45,AAT,GW5xY35R6ZXRyTBZ78eKCd5d9sLvX35qBMgkmigo2mjk,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa","FsgPqizWXuFGixHEeCpXRUrSX9SAYS2xXJPugbPUw9VJ,7SCkZVg4ydZABnbRyEe2w4VTZsSEVgMxhCUaVUCaCb8h,E5EnJbc1oCa6ry92iTfW5KLbkb6CwvwGyJXwapnQCMEG","[('D3QiRT12vKBpj87h99ufQFz4mCpbPC7JVy1U6NRKpump', 161289.113425), ('sol', 10005000), ('A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump', 643.978224), ('FjTJCCQpLU4fpH58mN1bTQXiQsjJVYai3QYFjYqYpump', 252448.464805)]"
6093,543r7YmAo8xSip1T9NoLaoubJC1raPnBocWJctPaXjtZwzXUSugnEHjNkYaqtvinnGxarrSnNNdqb9YC33AVmYDr,2024/12/18 3:30,AAT,8cQxM5Jk6mFQ2yhXs44uacjR7gaCNndonAxNGHcrvm4V,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa","BT2XmsNvBjexWpE1yEm2zrFxi5jvTfjziRp3CNsxzgpn,CCuExBdcV9K5fJE66DvNJNwbhDZnnghBGNvtoK2UhD6k,FHrBxbW5kT1vw6zUWuefNUa8oRZ3wAYn69EaE4eA46bX,JA6kVPFAY6J8fcjXR9CTVo51AZWxKRxF1H2Qze3Dy8bB,63sduKUWiNz835gF1yumWK6UYPw9Lp2faJK2Bdtfm72m,wBviqqvH779yDqJTkm8ktxTzwsHyrT9ctjdaCuccnRB,CUoTcnGd2ffLuTuMpUAYV56kXxE5cLF4bJsaRCqpjp97,HTjMQuR5dJWuYQUKZFzpk8ki6YAaFtkjv6vnMyHvuY4w","[('39qibQxVzemuZTEvjSB7NePhw9WyyHdQCqP8xmBMpump', 750.0), ('sol', 10005000), ('6wUfdjiBtXjiWTfwGabBqybVTCAFoS9iD3X6t9v1pump', 50000.0), ('KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP', 1500.0), ('79yTpy8uwmAkrdgZdq6ZSBTvxKsgPrNqTLvYQBh1pump', 1000.0), ('Hax9LTgsQkze1YFychnBLtFH8gYbQKtKfWKKg2SP6gdD', 1000.399006968), ('3Y6WbtBHVpNVg8g6Fu1LCRMWx7LyZ272V7GqrAr7m5VW', 75000.0), ('3RfQPYVJgJbwyB3BzqqypCEWWryxjTfFDAcXQsckpump', 4893.182595), ('Fxm6tJ2khHbLVcSgnYUqg9FiBduVRLEvdQR67dvQ3eGp', 5000.0)]"
6094,2HiVQM8urjqVDdatTkY8VsY9vmzKt7EAdLvJcsDDhpJeMnHhnUVGM9ENC38EbNp4yJhYGCWbdznnDVhPPAFrB9b,2024/12/7 15:36,AAT,DFBrjLMNv9uo1wos6k8KPYHB75fezSF6xnuj1f5e6eic,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa",Cwx2ppwK4mE9DvKbSCtZeBFeECqzhjXqYaYbsG1ufHJi,"[('sol', 10005000), ('6dKCoWjpj5MFU5gWDEFdpUUeBasBLK3wLEwhUzQPAa1e', 833.82219236)]"
6095,3AqpsYuyASU2hbkaen74kC1MFZzHg4bdkikJhReixx7nLtknsNty5LBcVgzaDuHXJfCsM5GzeGH3JXA4DNH3wkPr,2024/6/8 22:12,AAT,FwYJtZFjHqW76FnY9tkRSxqnGySUZaxMvwUsG9gK8SJ4,GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,,"[('sol', 10005000)]"
6096,Ujk2KAWr77WCq3fq7yBpLd5hxVT9dCJwpJueSZrLuvy5tH8A5KTCnmzQTjYYeJYEAxKBVL5PhrF5eGMZUGJdUQv,2024/6/4 20:59,AAT,DyVmwdqzZJxvU2EquEqjqYE3L1Tp91JibCde3EHypKXb,"GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,HbtSzZgPZJabqWgXV9t7S4n6RwkmFuUDze1tQYX22oAP","GCwz1hc4Me8UYHWo86Y5VkBdf5QQ2WhryF8wtJ3Gy56U,D1iNd3Lh5ytKZkkSGmmoA1Ci23r8ofsVP9aGHSEhxX2C,6RPFZUnFuWV7ZmTGtUvNdWgHHc7wQSzjkHKEceiTTzPT,Bs3dE5DEyBvN2orZCsnqtTUc95uuaEWdZcs7uhQC7nMj","[('sol', 10005000), ('GTH3wG3NErjwcf7VGCoXEXkgXSHvYhx5gtATeeM5JAS1', 345.200388), ('SCSuPPNUSypLBsV4darsrYNg4ANPgaGhKhsA3GmMyjz', 23308.30994), ('orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE', 134.221307), ('4LLbsb5ReP3yEtYzmXewyGjcir5uXtKFURtaEUVC2AHs', 132.06712)]"
6097,61uuKJSAnsKAQEfgcGMaxzQeuK8yV2t2Egjeqjjh1KSwvZ8uZzJjUva59fcE8GuqNDYKUNDEuzoyxmQSsCMjLWvM,2024/12/7 15:23,AAT,9f9MwZEh5cKWbNANxP1ShYBqWHkoPPv5Fjf1oN6aEjbi,BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,,"[('sol', 10005000)]"
6098,kwGMn7wkQDRMQVknVQvqJ3ee2pWnqSaHWq9Dv1BApePC7iezyWmd8ubVhgQrrTGZmsoDZBoZwgxqnGkSTTQ8Pzx,2024/11/24 14:50,AAT,Kn8gGyWeRcVSyFMgLE3QM2J8VZKXkMyyp5JCc8KcviB,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa","585kRDYCgKAxXPPtcSmYzJnaGD3GB6T24ac9EJT4Qs3p,3JnoaRdiZTdkNe2WdD6n7UBuNpTXt8kQMWu644fWPXma,21nGdSQqwVT6Dnq5Czm7z9pmL9HjaJZn657JCfd3Ykgp,FW5UrSQiXCPBPRV27SmEbp35rjfbtzjoTb74UFwe5TPt,7Cf8MXYPouva7HVBBx1Sa7Jj98jqoT9czC9U13ywQWCM,J7bBnc2HCE8eCFuGh2Sp8ZBJR9AtkY774T1pBvnJeVKK,BoU4XnP79bVe2gv5UAhiu6Nda11EDRN3HPcjn1K255E5,FbkmNaFHwz7c9Y743u9Jx7UXVUW8SZk2AEm4w49sUoxt,9wyxu3Ufsq1pFUED53sJSfUYGeKYSAeaETXP1rsVg6gz,7u6wE49nDGeHDy8FdTSxAXUTBJSsqXXYoDd8Re1peEHn,26CXmsF6UdtfCpuUFKtB2D9h7VfUA7v25ESWN8skq8Um,4wXkhi8dF5eLD8p572AYsgPjrUHBMZNL6csPyvpe5Pwi","[('ZEUS1aR7aX8DFFJf5QjWj2ftDDdNTroMNGo8YoQm3Gq', 522.125722), ('sol', 10005000), ('jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v', 0.198928349), ('25hAyBQfoDhfWx9ay6rarbgvWGwDdNqcHsXS3jQ3mTDJ', 5199.0), ('DBRiDgJAMsM95moTzJs7M9LnkGErpbv9v6CUR1DXnUu5', 2150.0), ('EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v', 76.102344), ('H53UGEyBrB9easo9ego8yYk7o4Zq1G5cCtkxD3E3hZav', 16000.0), ('UPTx1d24aBWuRgwxVnFmX4gNraj3QGFzL3QqBgxtWQG', 3614.125722899), ('4tJZhSdGePuMEfZQ3h5LaHjTPsw1iWTRFTojnZcwsAU6', 22000.0), ('5z3EqYQo9HiCEs3R84RCDMu2n7anpDMxRhdK8PSWmrRC', 150.0), ('NYANpAp9Cr7YarBNrby7Xx4xU6No6JKTBuohNA3yscP', 1300.0), ('DFL1zNkaGPWm1BqAVqRjCZvHmwTFrEaJtbzJWgseoNJh', 159606.168461714), ('3dgCCb15HMQSA4Pn3Tfii5vRk7aRqTH95LJjxzsG2Mug', 5700.0)]"
6099,4SKDnYYdmUskMubvgEvMMKsRbeEEqH1MuMLZqg7tMQLAUczZmVM6RypYk26QpEdRo47TBPeqJd3LMmk9JK1qMQRy,2024/11/24 1:17,AAT,9SivYe2E4gw8Fmi2YXQPpeJHi2HErLQxfwdZCUs3c73g,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa",CY155GEKLP17KyuFcvqPz2p75CZzXwAMpU3BAxWw5rGu,"[('sol', 10005000), ('EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v', 65.106295)]"
6100,4VsGx4AQp23WfqVZbW6BK59s8npd1LkwzQtYjdpqRheS1DfucWjikRqC4cLkepFctJoaVgB3DZiZDPxNDHxfrSEm,2024/6/8 21:11,AAT,42cp6WaN3q3QnJHo8LKAtmnRNag6R9wBUVpi7AP41cun,"GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,HbtSzZgPZJabqWgXV9t7S4n6RwkmFuUDze1tQYX22oAP",BvC6Xue9SYvcYozVRVFr9eEkL1kmzEDuxaFLoLEfVHxD,"[('sol', 10005000), ('HVFJvVHY8muTRGhD5BZ6p2TZ5TozSWyTcs9CDJo3pump', 137463.524847)]"
6101,4BS87aaZPmSbitjfvqBQ1CGjr2KcexgghekQ5YffGPWCxj2z7C96fEP7NfCG2Q8ZK7Twvgm82WwmPTv5Qbzktiuo,2024/11/23 19:15,AAT,9Gdfr1SwUBSvSzYqiFGZsq5WkShzy9C9sNev52UsTzq,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa",7LEUGkkw9x9fTc9b2cKYkwRdNvUY7cH1Cx3cVgfvXBKW,"[('sol', 10005000), ('6QSVGUEyBZWRshnXKhS96NQ97vGWiTu61SyHLAbYpump', 9643.122914)]"
6102,zx1PToyJru9CXc1VAyaNi98LjoM67AsuL3sahv3r21vh3hsX7jMAWzLdXEvsPY5s8nJ7wzfA1fdpaC2UkiFWh5t,2024/6/8 21:52,AAT,AUbZN4ytQ1b36U6rqS1wSExBoYsrKt4ztED9LmiLRPZ4,"GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,HbtSzZgPZJabqWgXV9t7S4n6RwkmFuUDze1tQYX22oAP",GFnzoJ88ycwZhWULPNftTgjS1qfsBSgwe6G6H2xo5kLB,"[('6uyVSvseRD2tNpBgyQH29ojtVPH89uKJc94fMaKtpump', 531163.368733), ('sol', 10005000)]"
6103,36i7SjRR2C6vvLs6K9GwvXWbvwjA9ti4KMQbpoDZKEgtwXyLZ24LB7TYuvFn9cU86mKNbBNtdZNYV3XnZD1iJJsL,2024/11/23 18:58,AAT,6TSyQczSBTxpdHLC2HqutANgJ4vUUWE9fej1hucYFDSw,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa","5xVFc9ZXjNrCRKF5RxY7B68GgTYQXuc8Qv4Xwbg9FT2u,4bGsmHDfdoLg6goj475WA1PABpTYA5vrfw2N9rys8cZZ,Hrne3chShrPLTZ8MNbhFv2Dyhh2NvgiSpJjDBUwmuL4s,8XEjJvuLuu4KnF54DCHoTZXvqfMgombixWZ9dhKbdZN8,4EwS4wZN8JT98ctzVRtwVdJ13fSTyCASwhfGX9NXbstC,GaoLLLTSfoECWWLMZvvVdT6uim5k9mroEnfPWwMMfWHE,6p8FeLheCHeENhBAmnzbokVw3nKonn3kczfF2rn8gvSu","[('sol', 10005000), ('jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v', 0.930766561), ('DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263', 2545542.29599), ('BQpGv6LVWG1JRm1NdjerNSFdChMdAULJr3x9t2Swpump', 5370.217435), ('Bybit2vBJGhPF52GBdNaQfUJ6ZpThSgHBobjWZpLPb4B', 0.70359146), ('KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS', 2400.069408), ('DriFtupJYLTosbwoN8koMbEYSx54aFAVLddWsbksjwg7', 130.0), ('HUBsveNpjo5pWqNkH57QzxjQASdTVXcSK7bVKTSZtcSX', 0.45584189)]"
6104,639p2cAWFMv964mHmdZghXtgUtWVi9ePtkjA7btJyGXfbM6mPy5Jh6Ufv6HP2baLtTfCGcHjcYQ6M8rgNwdXtKPk,2024/11/23 19:02,AAT,GUP6Z3NpH5awdMQDrDFUKb4n7gPpQ6Q5soUkpgPmePeo,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa","FHRDG94Ub3bPK9tsK7esgZMYyzTf5EhqwsM6iXDfV567,GUfL6cz3UvHsvgjjCkmWX3zHFV9gMJ7MGBG69t1wiH5G,aDw5E9aPjLsPvhXqvvu7k77bezCFmY6eWKCUEqRtXUP","[('sol', 10005000), ('HNVRX1QTQTThctM6KkGPbXwtfosKpAfwCC9d6nTNpump', 2654429.985134), ('GBJz7CzQhbcFmuq3Dz6dBYV25SvFBVd7zRqkoKpCpump', 6533938.197652), ('HRX9BoeaTM9keXiqSAm6HuTzuHRUqTfwixXXBXW4pump', 3353300.319819)]"
6105,FGwC1DJxXiUJGmuRxjH8rJdd6q5cgg13qSFBBtocUJHKvFTyEm6z3TPFoJvsEpUrfQ8sjdQtHDn7cV9EkMcWwqL,2024/11/24 0:59,AAT,ApJ7TsY498GLad7wPtusiihdjs85LK5nuvhr3HVL5Fu6,BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,,"[('sol', 10005000)]"
6106,KhKxiLNmkr3H8jDKszdxTcSzH1nLgx68eeehP9jwWJBx1kJmBWuZPftZN2Mi7rmhQpdNvZBWc9Rp37SCjfm688u,2024/11/23 18:32,AAT,HKuqtpjyi6NXbqemns6FHagxQuWeu8i5iBM7AD41iHEH,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa","6WyfFEA51jUrrnCeqFvP656pKojrwQjs5JLGMgajP6Lo,Gv4qebGQ1AzwZphfkGZ3ATqZ6QD2RmxAc1Q3LayJ6sJS,69iV2jUtRwZMvGqdFPucjUKHrgasTQNMgJNFhXCkeBM4,G6Fsreq1zi5Lq4eJ71fVHnPmCh71rKKMSdJBfTaWy2Nm","[('sol', 10005000), ('sonickAJFiVLcYXx25X9vpF293udaWqDMUCiGtk7dg2', 2.06883764), ('2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump', 35.423105), ('CNvitvFnSM5ed6K28RUNSaAjqqz5tX1rA5HgaBN9pump', 250.0), ('WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk', 200781.52801)]"
6107,qTv6nn3PwYbP69uPJDihMxodFBhxEKbVsnH9PbvSHWDBs6oFjJ4GByy4aagY4e58u7DHoxWVuJpcqTTUcye792k,2024/6/8 21:13,AAT,pFP6mrMBdokS9gph8LGnpdkn1EsBx4fAjxV8Dh9uA4s,GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,,"[('sol', 10005000)]"
6108,44drC18NHJnX7aiAmJEAKwfsRQZtyC3s3HuLYbqFrWZizYc9LcuKhizX4QpQX5hDtkcBb5fDAgyAKwPBLJ9u3mVh,2024/11/23 18:22,AAT,8z38LvN7jgSb2meUhxzGm4QULo2xskYCdV68PQ2QbS42,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa","A2SoZP98sDrwBFCePoxYtTctbTu19j4BPV6jNoLBxjiB,6DZi78FZX6cJX7bh2CysTu5pKG4nLu9oMND5AhoibTLg,7Q2NAA4qCmXmG1onK942ByKhLk7na54jcPaHjz4uGRyC,U5nJJAVwSnxivcmVr8QmtGXiVxaTWXNnvqnmSzCYtNX","[('4ZiYgt9nyPXvSfBWADGYHiWnTdnogrFgLTALdFWVpump', 211454.743753), ('sol', 10005000), ('KSGf89bDvi8HQPpqVBn4xRiXQTmYoWYSomPuRRgpump', 1392892.994986), ('7aQmCjLsC3pgBsdXXBmxSMebDy6NL1Xp6cJsBxVxQR5c', 52378.662782), ('EHRZ7UTweF6uoeVWtKCRXatss9nwbSPDY1tPBt2fpump', 223721.783307)]"
6109,2ia4K7rUNCRnDB25E97VJsq188GsF7LBCZj6GSt6KjadKYftioCDkoCXj5WtgJDpLKLNGCyLutHYm5oQiBKUG6PK,2024/11/23 18:51,AAT,GR1Kk2JpPShEoXJPdnx72kTFM8WPjqxeiqfRVmGLujfv,"BNRThTYg9x49JYNkbDUYERb3X7JV2GYcEpFLAUHX5Rep,3Bitp9awjSEGE1UumthfF6iogTuTkFhaLBHj3xvK7yQa",Cgup2yb7PQ2L8ZCxn26rEE6uGjFp9To73F44LadWGsC8,"[('Dso1bDeDjCQxTrWHqUUi63oBvV7Mdm6WaobLbQ7gnPQ', 0.283386494), ('sol', 10005000)]"
6110,4dBMEszRqBcxKNbLbvHBsZHtVqA34FTEwc1S2NTtgYERRNJ8Ym6KxDDkMWABSjyvmeN1UAfdu2Lw5PDvVi3fTyvu,2024/6/8 21:17,AAT,3xwXRd8Kz6mZ1LuxSQK4o43gGYGXN5UVNjpStmbU1KjL,GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,,"[('sol', 10005000)]"
